sample,configuration,F_kch_peak_N,F_chv1_peak_N,a_peak_m_s2,j_peak_m_s3,P_peak_W,P_mean_W,u1_peak_m
115,rigid,46113.636140768416,0.0,2.324126253476777,21.650076980765704,92300.00000000001,77627.86488524324,0.0
115,compliant,41673.712188373036,11353.760488423477,2.3441916725350893,32.18598546696552,92300.00000000001,78636.07397805185,0.05657075876936845
116,rigid,46802.045535220626,0.0,2.329299228833861,21.88291244979311,92300.00000000001,77717.05319181451,0.0
116,compliant,41578.67104520522,11152.79973058862,2.3210549707565065,32.66599059745752,92300.00000000001,78874.19020791823,0.05202737181421773
117,rigid,43893.57233021947,0.0,2.309662965652933,20.822775491777406,92300.00000000001,77371.64761724128,0.0
117,compliant,41222.47640560787,11859.46704568772,2.3979864438650793,30.38552230729448,92300.00000000001,78325.75715778966,0.05979330881763144
118,rigid,43954.58222803769,0.0,2.331749881766939,20.68213932652833,92300.00000000001,77335.86887037702,0.0
118,compliant,41023.58798110644,11991.291177007957,2.404777465552968,30.0401647961111,92300.00000000001,78228.51922241523,0.056654489707543346
119,rigid,43849.831680760384,0.0,2.2951738603950957,20.915808605175698,92300.00000000001,77395.2905696507,0.0
119,compliant,41328.80333863225,11789.37297868519,2.3959706719226688,30.581488084822865,92300.00000000001,78513.8881653503,0.058328650323083306
120,rigid,43943.47815562668,0.0,2.3272194325876967,20.712101389469893,92300.00000000001,77343.33152766545,0.0
120,compliant,41396.03412348217,11953.467291416046,2.3939272700717424,30.164841093146094,92300.00000000001,78647.10700423857,0.058644320746614416
121,rigid,44413.94516862015,0.0,2.2789987516320025,21.276085717480527,92300.00000000001,77501.96754872205,0.0
121,compliant,41558.42613607763,11521.861780445155,2.3836239560024524,31.366611668392267,92300.00000000001,78696.9332267007,0.059037302758111726
122,rigid,43874.67314066511,0.0,2.3033873190458394,20.862957326011184,92300.00000000001,77381.79485892344,0.0
122,compliant,41417.57858241702,11913.91890766659,2.3935394499775953,30.474295446265472,92300.00000000001,78383.77522009246,0.05967510366623462
123,rigid,45507.68234236419,0.0,2.3106543656848544,21.500990493824105,92300.00000000001,77575.3389630474,0.0
123,compliant,41637.23257384456,11354.628724943324,2.367126210340132,31.86321643102474,92300.00000000001,78753.89409627473,0.056146417573131095
124,rigid,44499.871265099886,0.0,2.2816913118325033,21.29292754621534,92300.00000000001,77507.20466446495,0.0
124,compliant,41593.67580507124,11462.28228728704,2.380142518192315,31.426655410194655,92300.00000000001,78610.88424456787,0.05601306604612676
125,rigid,44151.594068652725,0.0,2.270641193865174,21.22518762105807,92300.00000000001,77486.33366918136,0.0
125,compliant,41607.34255230209,11568.561705772669,2.3867512971508518,31.263344869154963,92300.00000000001,78701.42998146395,0.058730447711725885
126,rigid,44190.97302308155,0.0,2.271937356396677,21.232615228942308,92300.00000000001,77488.57390350389,0.0
126,compliant,41495.60193545871,11539.427647545434,2.3828449239391603,31.287242103761713,92300.00000000001,78598.4193077744,0.05556593003593529
127,rigid,43732.69358094489,0.0,2.2613548765531277,21.118609107907417,92300.00000000001,77452.56425890376,0.0
127,compliant,41435.655149983075,11585.742377426592,2.3872353849778847,31.038953671129747,92300.00000000001,78459.13261919233,0.057919134033320864
128,rigid,43884.32595038816,0.0,2.3065997326406205,20.84200364631917,92300.00000000001,77376.58242912994,0.0
128,compliant,41431.946782678955,11994.81456559416,2.3939201964076346,30.41353860461743,92300.00000000001,78311.87825901542,0.06151354584802802
129,rigid,45569.1718100227,0.0,2.312189149002279,21.514772128520804,92300.00000000001,77580.13816813628,0.0
129,compliant,41642.41407828597,11137.35637317328,2.3814030641042336,31.899885316951128,92300.00000000001,79007.890930004,0.05475553134243927
130,rigid,44128.56592476828,0.0,2.2699105298361815,21.220616790685398,92300.00000000001,77484.9587004484,0.0
130,compliant,41435.969983538904,11497.898196169064,2.382711882262413,31.26315775399732,92300.00000000001,78487.29681604242,0.05750193971516808
131,rigid,44788.480877224625,0.0,2.2905271535177008,21.35012920994913,92300.00000000001,77525.33529318696,0.0
131,compliant,41567.33190741667,11549.262044694708,2.371764209081846,31.520277964646624,92300.00000000001,78598.48805867934,0.05503206315246207
132,rigid,46276.676397316274,0.0,2.326775687243753,21.697505292050295,92300.00000000001,77645.02134981024,0.0
132,compliant,41798.03500843454,10914.791211555625,2.3730944135367054,32.30901035682513,92300.00000000001,79189.58937187253,0.05673607988666224
133,rigid,43792.02562040891,0.0,2.2781314640764663,21.020220963576293,92300.00000000001,77423.54670643782,0.0
133,compliant,41315.28037440021,11643.873395873035,2.3955122757851086,30.825670931912896,92300.00000000001,78508.18659610064,0.05790138567856028
134,rigid,43723.10268042952,0.0,2.258942573168042,21.132262918163974,92300.00000000001,77456.72607612945,0.0
134,compliant,41324.907562716704,11681.863229952794,2.3868864758666746,31.04719531560127,92300.00000000001,78261.67211398334,0.058861070778544994
135,rigid,43844.84342000791,0.0,2.2938472860201387,20.92378220975894,92300.00000000001,77397.38931019552,0.0
135,compliant,41305.51998541734,11658.766883936496,2.4045901231327775,30.585978274723715,92300.00000000001,78702.9522690835,0.05436480447798885
136,rigid,46470.09286774907,0.0,2.3290473083249594,21.758744166309583,92300.00000000001,77667.95498621152,0.0
136,compliant,41198.17646930902,11697.052631218277,2.336836174530447,32.38792400461506,92300.00000000001,78423.80446152066,0.054866596040959635
137,rigid,45210.11119491745,0.0,2.3027264607711118,21.43684619831393,92300.00000000001,77553.57903952412,0.0
137,compliant,41610.36680283721,11555.139039181504,2.3615180804289935,31.710835829359183,92300.00000000001,78510.03555063914,0.057458125319912005
138,rigid,47025.30133432987,0.0,2.324955987283431,21.998279620680478,92300.00000000001,77761.70698929897,0.0
138,compliant,41537.28700155952,11203.50596366742,2.300416789880046,32.91532366727512,92300.00000000001,78789.61552783025,0.053876009608570335
139,rigid,46623.21129307562,0.0,2.329837979415572,21.812522473706423,92300.00000000001,77688.84627852046,0.0
139,compliant,41605.46295455341,11162.642063240984,2.333390827953849,32.524604277752616,92300.00000000001,78863.24203687914,0.05282790902470503
140,rigid,43881.90921107432,0.0,2.3054408112501505,20.850058375690253,92300.00000000001,77378.57959640629,0.0
140,compliant,41195.17691486982,11670.234843378363,2.404967050161531,30.43392779191612,92300.00000000001,78675.6064664412,0.05477942174867007
141,rigid,44402.166882383244,0.0,2.278642505171206,21.273692935875403,92300.00000000001,77501.21642519381,0.0
141,compliant,41279.35694264078,11533.262959894584,2.3784623114199803,31.336993083295823,92300.00000000001,78249.70544712512,0.054572419347940805
142,rigid,46592.192511163805,0.0,2.3297976476128497,21.800908418158514,92300.00000000001,77684.30011657339,0.0
142,compliant,41712.54440836961,11227.683390808083,2.3333443820019397,32.49244422680067,92300.00000000001,78834.685808533,0.05665961209684845
143,rigid,44888.8359935101,0.0,2.293525255195277,21.370437614339693,92300.00000000001,77531.82570507156,0.0
143,compliant,41625.59613966007,11496.715712987687,2.374848938676962,31.572661491695555,92300.00000000001,78681.36506397366,0.05952411584269448
144,rigid,43920.19554626386,0.0,2.318905274836368,20.765167647673422,92300.00000000001,77356.71793615942,0.0
144,compliant,41301.71896828794,11872.918581572352,2.4018513281912988,30.267076152855907,92300.00000000001,78469.37334157169,0.05466611564903496
145,rigid,44493.642164585726,0.0,2.2815042222297848,21.29158479532478,92300.00000000001,77506.79793551133,0.0
145,compliant,41474.92599333404,11622.683932261622,2.3751993607288,31.384104979431896,92300.00000000001,78529.81997890459,0.055295292064054154
146,rigid,43766.596474942344,0.0,2.2705878409175853,21.06545316731993,92300.00000000001,77436.56782574674,0.0
146,compliant,41441.743259321294,11739.17737471754,2.390853760378832,30.902432625131212,92300.00000000001,78521.83662585405,0.05869177403907634
147,rigid,45519.293830035815,0.0,2.3109619004862907,21.50346336315718,92300.00000000001,77576.19987549525,0.0
147,compliant,41539.7737046273,11465.099847925396,2.3495911791389403,31.845943434682738,92300.00000000001,78365.90923288256,0.060294829658789545
148,rigid,43781.23866765127,0.0,2.2750059187906686,21.038947128771184,92300.00000000001,77428.87388244232,0.0
148,compliant,41516.54867176605,11724.482843132835,2.392397727281491,30.859832244984432,92300.00000000001,78570.29960824744,0.05896615587337339
149,rigid,46822.07669895829,0.0,2.329187590221977,21.891005440652947,92300.00000000001,77720.33705407394,0.0
149,compliant,41496.048413661556,11418.02283317407,2.307961367917869,32.6939647612607,92300.00000000001,78527.6939528563,0.06112562467937884
150,rigid,43827.8552025582,0.0,2.28848291025065,20.95739120987227,92300.00000000001,77406.30193233432,0.0
150,compliant,41303.592437549705,11617.473238245257,2.398091244054399,30.69575860047368,92300.00000000001,78549.91856973027,0.056358956126088926
151,rigid,43857.72067688132,0.0,2.297789886524356,20.898938207938983,92300.00000000001,77390.9672012434,0.0
151,compliant,41485.95113498581,11944.54285324607,2.39171149334436,30.541395058586943,92300.00000000001,78427.9349246317,0.06362781331194393
152,rigid,45571.859228855676,0.0,2.3122616614882077,21.515294455917484,92300.00000000001,77580.3352093188,0.0
152,compliant,41697.93659951705,11476.957276454426,2.355211617250518,31.897140414160475,92300.00000000001,78561.65689009357,0.05931376301262906
153,rigid,43896.84610114517,0.0,2.310565342602956,20.81744545305841,92300.00000000001,77370.24924229422,0.0
153,compliant,41366.93680150547,11952.946413863732,2.3991795630308275,30.362405117730418,92300.00000000001,78430.17471795794,0.06032514167218424
154,rigid,43734.126389622914,0.0,2.261943893215175,21.115039759178103,92300.00000000001,77451.43631785913,0.0
154,compliant,41406.81325236884,11806.080729753081,2.3833975709349033,30.99746279030117,92300.00000000001,78342.81989542826,0.059160926329483936
155,rigid,47013.718229303064,0.0,2.3254083768538862,21.990681988144473,92300.00000000001,77758.7859690244,0.0
155,compliant,41560.70697046732,11106.507776797109,2.3082202657837456,32.92001194032508,92300.00000000001,78854.7943988875,0.05402113249997657
156,rigid,46735.89658668685,0.0,2.329727854643238,21.85566471798964,92300.00000000001,77706.03597223478,0.0
156,compliant,41436.97397259864,11323.113555737327,2.314579758414311,32.61317891693676,92300.00000000001,78540.39706429391,0.05570458146075209
157,rigid,44062.2697316253,0.0,2.2677540498955295,21.208766353448027,92300.00000000001,77481.12780224139,0.0
157,compliant,41428.1337236563,11251.869221229268,2.4025939458824155,31.24608682059113,92300.00000000001,78978.65350131947,0.05189033736297737
158,rigid,43715.20458641466,0.0,2.2566214287093658,21.145698486248108,92300.00000000001,77460.90982758178,0.0
158,compliant,41375.72445691794,11616.338900204642,2.3874081356554484,31.087627470051075,92300.00000000001,78506.33034576112,0.05540164622819136
159,rigid,46323.21645280227,0.0,2.3274125265875227,21.711731283381454,92300.00000000001,77650.27967382265,0.0
159,compliant,41533.884747657896,11344.452129359097,2.33534090504952,32.28917073341606,92300.00000000001,78649.19547888264,0.05218285183679833
160,rigid,44070.26570790585,0.0,2.268020232758488,21.210247861468844,92300.00000000001,77481.57101365543,0.0
160,compliant,41602.65457585741,11645.2047884399,2.384986643897321,31.215721105035755,92300.00000000001,78637.00341131596,0.06076513429697773
161,rigid,46269.47725998395,0.0,2.3266602952247126,21.69543559792251,92300.00000000001,77644.25967005084,0.0
161,compliant,41613.56816180561,11261.782670928384,2.340107060160449,32.28934145103631,92300.00000000001,78609.19668576172,0.05812105754538332
162,rigid,43919.72637459586,0.0,2.2631100522564793,21.183499037745293,92300.00000000001,77472.94222831486,0.0
162,compliant,41627.71060113292,11531.302845298402,2.3922941608943233,31.179791956919075,92300.00000000001,78756.4264739156,0.06411188220789579
163,rigid,46996.4870938211,0.0,2.325833057796899,21.98103506127748,92300.00000000001,77755.09854265668,0.0
163,compliant,41735.87273072012,10905.46798857188,2.3295640649985785,32.898903964862114,92300.00000000001,79135.91186592229,0.05406845465848214
164,rigid,45288.61558310088,0.0,2.304881309119935,21.453507017844487,92300.00000000001,77559.14117417601,0.0
164,compliant,41742.44615612275,11293.980063370638,2.3789824863341664,31.780889890389403,92300.00000000001,78845.70797060852,0.059937974717842714
165,rigid,46644.14095364199,0.0,2.329957255793772,21.81970742492311,92300.00000000001,77691.67520822848,0.0
165,compliant,41715.293631360415,11256.212803357008,2.330182859979402,32.547009248920034,92300.00000000001,78790.33143015657,0.059231932843445724
166,rigid,43867.01108153646,0.0,2.3007991277007704,20.87970511829448,92300.00000000001,77386.05195368962,0.0
166,compliant,41242.37330832501,11722.413237534152,2.401211840536348,30.5064875568643,92300.00000000001,78585.10602855367,0.056999695410347447
167,rigid,43884.019372943854,0.0,2.3063942940015636,20.84342033180718,92300.00000000001,77376.95036884562,0.0
167,compliant,41416.68782768136,11915.291013150454,2.3954601998391922,30.435655647370226,92300.00000000001,78446.83471278359,0.059641838827597694
168,rigid,43924.387176663535,0.0,2.320165468871096,20.757333677210823,92300.00000000001,77354.75932669088,0.0
168,compliant,41259.38806008499,11650.294090129635,2.3971082984392638,30.266631147092255,92300.00000000001,78901.91373144489,0.0642867219061201
169,rigid,47062.70618338272,0.0,2.323834314470105,22.020328114635277,92300.00000000001,77770.25856109247,0.0
169,compliant,41285.81277037935,11366.4036010595,2.292995404529222,32.95123799372976,92300.00000000001,78626.4719218971,0.050048339915165434
170,rigid,46642.91726576098,0.0,2.3299333798949533,21.819398956850193,92300.00000000001,77691.55584066163,0.0
170,compliant,41701.441501186346,11236.27814377228,2.329914806562101,32.52685962378092,92300.00000000001,78826.6378807036,0.055277618096702646
171,rigid,44467.01152590437,0.0,2.2806938577238043,21.28615152370807,92300.00000000001,77505.12661947345,0.0
171,compliant,41435.58596316973,11527.36302626964,2.3787037237192976,31.393551941464153,92300.00000000001,78576.32873202013,0.05260473657511726
172,rigid,46739.89579388565,0.0,2.329733225803807,21.857115895501664,92300.00000000001,77706.62033953173,0.0
172,compliant,41700.53067913868,11032.22128925662,2.3355239039104276,32.663322284041385,92300.00000000001,78915.38356315342,0.06039494792216487
173,rigid,45167.316717140246,0.0,2.301523154395227,21.427936320666447,92300.00000000001,77550.62200039347,0.0
173,compliant,41714.611299550146,11504.394568525857,2.3694937010479293,31.694235663602853,92300.00000000001,78680.14647754298,0.06223462316375721
174,rigid,43829.318800430075,0.0,2.2601266260061266,21.167646615237032,92300.00000000001,77467.87537737709,0.0
174,compliant,41434.61098918577,11627.477844501353,2.383607255426057,31.129966708039774,92300.00000000001,78515.17705663436,0.05730199612345131
175,rigid,43952.07636772472,0.0,2.3306119716061744,20.68978874307743,92300.00000000001,77337.76896738379,0.0
175,compliant,41055.32038218362,11696.804200486777,2.4085237615659025,30.106876053222578,92300.00000000001,78712.62253446685,0.055046143341906224
176,rigid,43811.16273458365,0.0,2.2834041052583984,20.988739173467877,92300.00000000001,77414.79676113391,0.0
176,compliant,41247.66296310355,11236.470097629566,2.415947581698788,30.775256739204963,92300.00000000001,78974.15055174261,0.06198014294436995
177,rigid,45663.51561708417,0.0,2.3145364720640487,21.53571183487466,92300.00000000001,77587.55773402606,0.0
177,compliant,41684.197364485575,11175.052517712043,2.375362859025131,31.957753303693295,92300.00000000001,78927.4612814843,0.05645079096259799
178,rigid,43819.677515128606,0.0,2.285922290353767,20.973450056351908,92300.00000000001,77410.59933006635,0.0
178,compliant,41312.8791783227,11789.367793715433,2.3937950001227932,30.71262258011481,92300.00000000001,78303.06606552987,0.060207202474609686
179,rigid,45816.84429940263,0.0,2.318093870917039,21.571277950340544,92300.00000000001,77600.36029422685,0.0
179,compliant,41489.94610502663,11481.481886862495,2.348616844618846,32.00324857116129,92300.00000000001,78486.21374224975,0.05474864977386653
180,rigid,43907.072565666684,0.0,2.3140021698308146,20.796271226402638,92300.00000000001,77364.73091536827,0.0
180,compliant,41123.704061977056,11693.583539832192,2.4038087950959266,30.347358852264307,92300.00000000001,78550.76561994568,0.05615238686585815
181,rigid,44294.02727931471,0.0,2.2752320685744962,21.252547346180847,92300.00000000001,77494.6728181591,0.0
181,compliant,41568.732956602704,11565.80435497904,2.381167108184002,31.326026959008118,92300.00000000001,78615.55952276956,0.05715128321631777
182,rigid,46828.14276400302,0.0,2.329102437827487,21.893780601392706,92300.00000000001,77721.46636628851,0.0
182,compliant,41691.60680004445,10900.36721294385,2.342837182752419,32.74260639422698,92300.00000000001,79047.44116855923,0.05857478162939195
183,rigid,46704.8096494669,0.0,2.32985982161847,21.84323152696669,92300.00000000001,77701.02839582149,0.0
183,compliant,41684.57291291631,11142.256822155472,2.331183653291305,32.60460055729939,92300.00000000001,78859.08103230163,0.05663292524012345
184,rigid,46551.992202156645,0.0,2.3296152740039133,21.786654464969473,92300.00000000001,77678.74165841556,0.0
184,compliant,41476.30995625414,11295.706374446818,2.3280273369751967,32.462518732281694,92300.00000000001,78672.61462483022,0.05184990173567111
185,rigid,45668.408909061596,0.0,2.31465526780903,21.536804636091688,92300.00000000001,77587.94745200631,0.0
185,compliant,41724.907925787935,11507.273331202134,2.3494673639469283,31.938907923218068,92300.00000000001,78466.40647090404,0.06149116205428322
186,rigid,43764.73330622422,0.0,2.270045795343549,21.068531831223282,92300.00000000001,77437.51374852435,0.0
186,compliant,41424.98223216301,11795.484974320783,2.3829154128592904,30.899203515131433,92300.00000000001,78314.38961569549,0.05954408485071494
187,rigid,43879.2461815032,0.0,2.3046072380549276,20.85548590713117,92300.00000000001,77379.92028938145,0.0
187,compliant,41315.87318642019,11867.48848114424,2.395904559834946,30.449921131486008,92300.00000000001,78466.33562088403,0.05899819990761817
188,rigid,46435.82435392018,0.0,2.3287272478194154,21.74742392823086,92300.00000000001,77663.65931879292,0.0
188,compliant,41641.97401096659,11375.203588900866,2.329139206929142,32.372915500996726,92300.00000000001,78594.01352571322,0.05868412782229043
189,rigid,44630.26140860745,0.0,2.2857424485388833,21.318463900958562,92300.00000000001,77515.25994284681,0.0
189,compliant,41549.065111705306,11592.250680379744,2.3707400347199723,31.45466123200606,92300.00000000001,78449.68570844247,0.05596831865075774
190,rigid,43754.40093989391,0.0,2.2671834042624823,21.085230303292548,92300.00000000001,77442.44805681845,0.0
190,compliant,41616.00098182501,11828.198946839271,2.383250152008145,30.947410716038377,92300.00000000001,78453.94979411419,0.06610421595029542
191,rigid,47073.63246252889,0.0,2.3234381613493156,22.027175564730584,92300.00000000001,77772.944364129,0.0
191,compliant,41790.1102137816,10835.78265151276,2.3306192524707967,33.00783945837881,92300.00000000001,79173.97575041332,0.059154745280190664
192,rigid,44699.21573686136,0.0,2.2878314453133726,21.332278470915185,92300.00000000001,77519.63644304597,0.0
192,compliant,41429.872519075034,11532.14070019011,2.3698126117405423,31.472728445570482,92300.00000000001,78302.52654031412,0.058343263384484964
193,rigid,46479.196695198705,0.0,2.3291302140212338,21.76173157650274,92300.00000000001,77669.09676170486,0.0
193,compliant,41414.02983652316,11427.996546183876,2.327090402074589,32.397122298569315,92300.00000000001,78489.66241773363,0.05559593433436691
194,rigid,45547.22062643487,0.0,2.3116537079595787,21.5097398152883,92300.00000000001,77578.39364601945,0.0
194,compliant,41618.14185341638,11451.157660421166,2.356991116852953,31.88733671332804,92300.00000000001,78560.73281662926,0.060048390053769655
195,rigid,46964.18008897918,0.0,2.3267472927612403,21.962106470392712,92300.00000000001,77747.89849746962,0.0
195,compliant,41599.14940312759,11266.50415321884,2.2971012815392555,32.85707125402752,92300.00000000001,78607.89753850285,0.061838037685809394
196,rigid,46873.1803354016,0.0,2.328491145260159,21.913995857781373,92300.00000000001,77729.78302479794,0.0
196,compliant,41764.29628223316,11029.210172692297,2.3275930020762985,32.7839722547788,92300.00000000001,78955.57953953483,0.05922013750455686
197,rigid,44355.14257602019,0.0,2.2771685069976684,21.264436231735715,92300.00000000001,77498.35725013555,0.0
197,compliant,41646.84897963669,11433.164528556561,2.3886323631229516,31.381420422568823,92300.00000000001,78765.37246151095,0.05959860558201497
198,rigid,43968.70696473379,0.0,2.3375731236292268,20.64347320867219,92300.00000000001,77326.31691276228,0.0
198,compliant,41116.056919020004,11881.876285476756,2.4025635795568405,30.002362603933108,92300.00000000001,78514.90651301882,0.059333910104129334
199,rigid,44092.043598218064,0.0,2.2687421364178704,21.21391306895282,92300.00000000001,77482.79931389325,0.0
199,compliant,41657.84585993444,11525.872280438685,2.383685599077751,31.26514857898482,92300.00000000001,78625.1855656086,0.06480231430234364
200,rigid,45755.76412846367,0.0,2.316695171644085,21.557125857812707,92300.00000000001,77595.1866452273,0.0
200,compliant,41786.72875327496,11191.095788974137,2.3750812920071667,31.99717991926167,92300.00000000001,78929.07946570167,0.0633847848439637
201,rigid,46318.76095845126,0.0,2.327343578366026,21.710430248323462,92300.00000000001,77649.79699044196,0.0
201,compliant,41643.66383842449,11285.510642072179,2.341699445541792,32.29967420746911,92300.00000000001,78761.67075329614,0.055380540715042594
202,rigid,46858.22034223334,0.0,2.3287299309819787,21.90705741905512,92300.00000000001,77726.92575715734,0.0
202,compliant,41669.696699233995,11120.266859987943,2.3223055526372605,32.73223950747658,92300.00000000001,78903.75467083034,0.05229474844744942
203,rigid,43820.71466376053,0.0,2.2862224897846772,20.97162377194195,92300.00000000001,77410.1033252096,0.0
203,compliant,41342.97808241485,11574.92425222568,2.401792537403878,30.72956628687632,92300.00000000001,78692.75223567862,0.05705159474864871
204,rigid,46884.62928395066,0.0,2.328349762103926,21.919342734856485,92300.00000000001,77731.85033989762,0.0
204,compliant,41617.934194983245,11074.146569249027,2.3207468610884803,32.78542504446759,92300.00000000001,78879.75795321894,0.05448798057470408
205,rigid,46342.3675515859,0.0,2.3276569873054314,21.717700450566923,92300.00000000001,77652.4928700886,0.0
205,compliant,41773.10907937436,11249.78365651268,2.344822947273542,32.32927779946601,92300.00000000001,78780.17149990381,0.0637171296319556
206,rigid,46275.66704852583,0.0,2.3267604192799354,21.697207334100625,92300.00000000001,77644.91156549728,0.0
206,compliant,41628.352683091165,11082.913666019635,2.3587870140870564,32.30699897163154,92300.00000000001,78930.59507881412,0.05464100920641922
207,rigid,44091.00859447591,0.0,2.2687082496471476,21.213734332432523,92300.00000000001,77482.73990906267,0.0
207,compliant,41680.94017170932,11533.482209937783,2.3899119628891867,31.260758252217272,92300.00000000001,78714.88187271482,0.06558308005071324
208,rigid,46487.5577845363,0.0,2.3291781158731624,21.76466124904053,92300.00000000001,77670.21908365971,0.0
208,compliant,41572.53795844058,11264.231505083326,2.332797630376035,32.43065323626317,92300.00000000001,78673.05724789633,0.05778474336372871
209,rigid,47046.7238224445,0.0,2.3242556023362226,22.01131810465739,92300.00000000001,77766.7510503044,0.0
209,compliant,41556.14435669389,11033.033375926234,2.308089694009823,32.95919270262769,92300.00000000001,78927.07693149935,0.0531665662977214
210,rigid,46790.28797426658,0.0,2.3294898094967493,21.877371669597068,92300.00000000001,77714.80561425626,0.0
210,compliant,41718.313676212194,11036.498270475993,2.335867780000342,32.67116268955107,92300.00000000001,79024.22082928098,0.054571110019371774
211,rigid,43823.614282024064,0.0,2.287267582283789,20.964750879814687,92300.00000000001,77408.29284834319,0.0
211,compliant,41482.41272189126,11724.4296301478,2.3942835240818,30.71260015715015,92300.00000000001,78535.01124359066,0.059295338765300507
212,rigid,44101.33186283559,0.0,2.2690443115504877,21.215529630268776,92300.00000000001,77483.33654276564,0.0
212,compliant,41481.86288422216,11467.974611723357,2.385899529775827,31.267285446391895,92300.00000000001,78578.26634263976,0.058923861491794356
213,rigid,46423.83702973192,0.0,2.328607571161797,21.743536142854936,92300.00000000001,77662.17897426161,0.0
213,compliant,41770.55032762862,11327.463721614751,2.3368399911114466,32.37447487616407,92300.00000000001,78704.61121734587,0.05819325814910246
214,rigid,45074.87296191221,0.0,2.29892441584326,21.40864978054276,92300.00000000001,77544.2401143941,0.0
214,compliant,41722.78048951867,11287.925159524439,2.386091768220467,31.680386440363748,92300.00000000001,78887.23741150445,0.06180944611752411
215,rigid,45378.48516022821,0.0,2.307303783263876,21.472836710180587,92300.00000000001,77565.64862044594,0.0
215,compliant,41635.2865301053,11300.736796400699,2.371698557867944,31.81787063517757,92300.00000000001,78770.82289823776,0.0578136953407337
216,rigid,43918.530107477454,0.0,2.318025521620598,20.7708578724733,92300.00000000001,77358.22129363814,0.0
216,compliant,41333.470801376825,12028.606259368886,2.393842012672053,30.25569804413115,92300.00000000001,78275.96755601928,0.06334991241224215
217,rigid,46402.47527845197,0.0,2.328316347714633,21.737089326044185,92300.00000000001,77659.73900339953,0.0
217,compliant,41640.96044798274,11033.724270593351,2.355507639916425,32.38883574833005,92300.00000000001,78957.82939876497,0.05705886720127793
218,rigid,44631.4768767943,0.0,2.2857799298868713,21.31870268380692,92300.00000000001,77515.33558313096,0.0
218,compliant,41599.90828978026,11566.735563835464,2.3734105867545168,31.465866157480832,92300.00000000001,78557.02545922223,0.05809700657555551
219,rigid,45992.18584539748,0.0,2.321820145990614,21.616587394064112,92300.00000000001,77616.0916575029,0.0
219,compliant,41701.626080579896,11194.98768926375,2.3611972129237415,32.131636334786606,92300.00000000001,78845.79222153175,0.05836686146420621
220,rigid,43760.84171443486,0.0,2.2691019841144,21.073860788564872,92300.00000000001,77439.07270163707,0.0
220,compliant,41437.264304292745,11427.727303340343,2.405731131564437,30.946422486802987,92300.00000000001,78866.0945976835,0.05883524790887496
221,rigid,46029.1990841035,0.0,2.3225002123424474,21.626959865168033,92300.00000000001,77619.7179038144,0.0
221,compliant,41457.94903079061,11301.723960982363,2.34986960280753,32.13520675466495,92300.00000000001,78622.01738547692,0.053564419248692284
222,rigid,44436.586929374,0.0,2.2797247745079403,21.280277807479138,92300.00000000001,77503.30391279221,0.0
222,compliant,41594.828222910764,11673.398552509849,2.3706050248606516,31.368330444648876,92300.00000000001,78369.693845348,0.060265166416288055
223,rigid,44802.868644430695,0.0,2.290970215130301,21.352883681512992,92300.00000000001,77526.2340334349,0.0
223,compliant,41637.35985801773,11287.883784252806,2.392102660004923,31.552601758649217,92300.00000000001,78927.6523206227,0.05774212726593522
224,rigid,44814.84661866894,0.0,2.2913322322100385,21.355268547322737,92300.00000000001,77526.99988599292,0.0
224,compliant,41617.06314019548,11323.855539346549,2.3874516719821486,31.550739558524526,92300.00000000001,78863.23653813997,0.059981468836209875
225,rigid,44370.26151088911,0.0,2.2776511858786535,21.26729164463609,92300.00000000001,77499.2530470638,0.0
225,compliant,41358.1719886283,11512.081195223545,2.3748638283338437,31.326900346483825,92300.00000000001,78274.90800604972,0.054535424295657706
226,rigid,45667.34089254826,0.0,2.3146296338962884,21.536561388582157,92300.00000000001,77587.8613968467,0.0
226,compliant,41766.46311878498,11244.422570631134,2.368260584593372,31.972570113209258,92300.00000000001,78823.50172132123,0.06195961603845197
227,rigid,46325.741740193145,0.0,2.327450631809029,21.712476602970156,92300.00000000001,77650.55613406241,0.0
227,compliant,41714.81972972051,11065.920852347812,2.3582208214097022,32.3396595763347,92300.00000000001,78968.47423272202,0.05618439325353122
228,rigid,47062.66790989307,0.0,2.323836083670585,22.020301540637178,92300.00000000001,77770.24793639459,0.0
228,compliant,41874.112512195694,11076.732069317652,2.302323495475605,32.981244206415596,92300.00000000001,78895.13791304639,0.06137637310057459
229,rigid,46625.761897856704,0.0,2.3298457114677262,21.813446240819417,92300.00000000001,77689.2088446274,0.0
229,compliant,41610.77696092079,11291.335865338202,2.3250860715672275,32.5261313322286,92300.00000000001,78679.95841821836,0.05512266195650102
230,rigid,43737.879390077585,0.0,2.262762041169367,21.110745995313238,92300.00000000001,77450.10548504621,0.0
230,compliant,41340.449124565064,11543.593690983118,2.3930175814916197,31.02254838964538,92300.00000000001,78585.05126499863,0.05533656285816315
231,rigid,43729.395808626905,0.0,2.260363091297222,21.124424200024777,92300.00000000001,77454.35405844724,0.0
231,compliant,41444.36103588747,11571.210942607566,2.3907251368549396,31.049401910890595,92300.00000000001,78612.62914869621,0.05622835359363355
232,rigid,43959.98574912885,0.0,2.33378965069943,20.668853480403413,92300.00000000001,77332.56865649259,0.0
232,compliant,41146.66317017988,11834.402906527277,2.406605649748087,30.05599706908211,92300.00000000001,78628.94537785175,0.0566804731408036
