response,term,coefficient,std_coefficient,p_value,rank
j_peak_m_s3,x2x3,-0.0005265335387273898,-0.00012202821555654087,0.9795960240302991,7
j_peak_m_s3,x1x3,-0.0005265335387271051,-0.00012202821555647488,0.9795960240303101,8
j_peak_m_s3,x3^2,-0.0005099875621843212,-8.357546611379281e-05,0.9860247122702777,9
j_rms_m_s3,x1,-0.583757800911022,-0.576997707328835,1.3770422479415714e-17,1
j_rms_m_s3,x2,-0.5837578009110218,-0.5769977073288347,1.3770422479415714e-17,2
j_rms_m_s3,x3,-0.5768868388516204,-0.5702063131080964,1.6799861793788326e-17,3
j_rms_m_s3,x1x3,0.049667577438240317,0.040083786323570715,0.021378084687312875,4
j_rms_m_s3,x2x3,0.04966757743824004,0.04008378632357049,0.021378084687313406,5
j_rms_m_s3,x3^2,0.04608513958783754,0.026299147461771675,0.11465110414764472,6
j_rms_m_s3,x1x2,-0.022853082446373057,-0.018443381394118122,0.25963394455220135,7
j_rms_m_s3,x1^2,0.02811754115882041,0.01604567910202028,0.3245242741340595,8
j_rms_m_s3,x2^2,0.02811754115880664,0.01604567910201242,0.3245242741342892,9
t_manoeuvre_s,x3,1.0401986271444128,0.7922677485407136,1.1837898625966147e-33,1
t_manoeuvre_s,x1,0.5547033153639346,0.4224900276766476,5.173545578008656e-29,2
t_manoeuvre_s,x2,0.5547033153639341,0.4224900276766473,5.173545578008656e-29,3
t_manoeuvre_s,x1x3,0.13184684222043794,0.08199357152495643,5.857733232141903e-17,4
t_manoeuvre_s,x2x3,0.1318468422204374,0.08199357152495611,5.857733232142278e-17,5
t_manoeuvre_s,x3^2,0.07745852703351992,0.03406154220315723,1.0264183552909597e-10,6
t_manoeuvre_s,x1x2,0.035405852785347434,0.02201836823595501,7.227878707351799e-08,7
t_manoeuvre_s,x2^2,0.017851483425422567,0.007849995079571563,0.005200209329325414,8
t_manoeuvre_s,x1^2,0.017851483425409924,0.007849995079566003,0.005200209329350834,9
distance_m,x3,4.706700095215913,0.8954424304347255,7.466499760922238e-32,1
distance_m,x1,1.5586255073642585,0.29652609773680194,1.0596958682157652e-23,2
distance_m,x2,1.5586255073642568,0.2965260977368016,1.0596958682157728e-23,3
distance_m,x1x3,0.5978555847549322,0.09286922128402285,3.310022513196368e-15,4
distance_m,x2x3,0.5978555847549293,0.0928692212840224,3.3100225131965926e-15,5
distance_m,x3^2,0.6089158022737399,0.06688331040173605,7.347484119962375e-13,6
distance_m,x1x2,0.11393106798434997,0.017697734759976852,0.00010764166220762865,7
distance_m,x2^2,0.0572804572074894,0.006291685295497696,0.09286011749240607,8
distance_m,x1^2,0.057280457207454616,0.006291685295493875,0.09286011749258864,9
